cust_age;policy_id;coverage_start_date;cust_region;sum_assured_group;ins_deductible;annual_prem;zip_code;insured_sex;edu_lvl;marital_status;claim_incurred_date;claim_type;acc_type;emg_services_notified;incident_city;incident_hour;num_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_avlbl;total_claim_amount;injury_claim;property_claim;vehicle_claim;car_brand;car_model;production_year
40;225520;08.03.2020;west;low;1000;1224.89;368401;M;jd;unmarried;22.01.2023;multi-vehicle collision;rear collision;Other;Springfield;17;2;YES;2;0;;81500;16300;8150;57050;BMW;3 Series;2020
45;101040;27.03.2017;east;high;1000;1036.2;376946;F;college;married;14.01.2023;multi-vehicle collision;front collision;Fire;Springfield;18;3;NO;1;1;YES;89400;14900;7450;67050;Subaru;Legacy;2005
40;410934;21.12.2002;west;high;500;1397.05;513367;M;college;married;24.01.2023;single vehicle collision;side collision;Ambulance;Riverwood;11;1;NO;1;2;NO;68300;6830;13660;47810;Subaru;Forrestor;2010
40;279390;05.07.2002;west;mid;500;1389;353687;M;college;married;28.02.2023;single vehicle collision;front collision;Other;Riverwood;23;1;?;2;2;;53460;9720;4860;38880;Volkswagen;Jetta;2016
37;227409;22.09.1998;west;low;1000;1404.63;519116;M;md;unmarried;28.01.2023;single vehicle collision;side collision;Ambulance;Arlington;12;1;NO;0;2;NO;44200;4420;4420;35360;Jeep;Wrangler;2009
44;134394;16.12.2001;east;mid;2000;1179.75;354520;M;college;married;08.02.2023;single vehicle collision;rear collision;Fire;Northbend;22;1;?;1;1;YES;55400;5540;11080;38780;Jeep;Grand Cherokee;2009
32;310556;02.03.2004;north;mid;1000;987.04;514155;F;high school;unmarried;23.01.2023;single vehicle collision;front collision;Other;Columbus;11;1;?;2;3;YES;84590;15380;15380;53830;Dodge;Neon;2006
57;177558;29.06.2006;east;mid;2000;1438.79;342363;M;associate;other;09.02.2023;parked car;;None;Riverwood;8;1;YES;0;1;YES;5390;980;980;3430;Volkswagen;Passat;2015
63;319978;26.03.2019;west;mid;500;1005.1;358904;F;masters;other;05.02.2023;single vehicle collision;side collision;Other;Columbus;7;1;NO;0;3;;43560;4840;4840;33880;Subaru;Legacy;2022
34;550171;10.12.1997;north;low;500;1704.9;362447;M;masters;other;07.01.2023;single vehicle collision;front collision;Ambulance;Hillsdale;1;1;NO;1;1;YES;77040;8560;8560;59920;Honda;Civic;2005
48;97003;19.04.2020;west;low;2000;1099.96;357843;F;college;married;27.02.2023;single vehicle collision;side collision;Police;Springfield;9;1;NO;1;2;YES;33480;3720;3720;26040;Nissan;Pathfinder;2019
46;218988;22.10.2011;east;mid;2000;1109.28;369406;M;md;unmarried;03.02.2023;parked car;;None;Arlington;3;1;YES;2;3;YES;4950;900;450;3600;Toyota;Camry;2002
30;507686;28.09.2002;north;high;2000;1825.49;333561;M;associate;other;15.01.2023;theft;;Police;Springfield;9;1;YES;1;3;;4620;420;840;3360;Audi;A5;2005
54;304290;11.03.2009;west;low;500;1249.27;347718;F;associate;other;15.02.2023;single vehicle collision;front collision;Ambulance;Riverwood;14;1;?;0;1;NO;75960;6330;6330;63300;Jeep;Grand Cherokee;2017
37;76636;21.10.2020;north;high;1000;1410.17;350915;F;masters;other;16.01.2023;single vehicle collision;side collision;Ambulance;Riverwood;21;1;?;0;3;;57700;5770;5770;46160;Nissan;Maxima;2007
40;279224;23.04.2007;north;low;2000;1304.11;510349;M;associate;married;21.02.2023;multi-vehicle collision;front collision;Ambulance;Columbus;3;3;YES;2;1;;50050;7700;3850;38500;Ford;Fusion;2015
29;93850;13.04.2000;west;mid;1000;1445.89;367915;M;college;married;10.01.2023;multi-vehicle collision;rear collision;Other;Arlington;15;3;YES;1;0;;44910;4990;4990;34930;Dodge;Neon;2008
33;215910;09.01.2015;east;high;1000;1139.82;335963;F;jd;other;04.01.2023;single vehicle collision;front collision;Ambulance;Northbrook;21;1;YES;1;2;;54160;6770;6770;40620;Subaru;Legacy;2016
35;507759;03.12.1997;east;mid;500;869.57;377906;M;md;married;22.01.2023;single vehicle collision;side collision;Fire;Northbrook;13;1;YES;2;0;YES;74140;13480;6740;53920;Ford;Escape;2014
41;113442;20.03.2021;west;low;1000;1434.9;508145;F;phd;married;24.01.2023;single vehicle collision;rear collision;Fire;Northbend;23;1;YES;2;3;;108480;18080;18080;72320;Volkswagen;Passat;2022
35;577690;03.11.2001;north;mid;2000;1316.17;518466;M;high school;married;19.01.2023;theft;;None;Hillsdale;13;1;NO;0;3;YES;6490;1180;1180;4130;Volkswagen;Jetta;2009
34;547501;03.03.2009;north;mid;1000;826.53;367730;F;college;other;22.01.2023;single vehicle collision;front collision;Police;Arlington;10;1;?;2;2;NO;56000;5600;5600;44800;Chevrolet;Malibu;2016
31;557694;28.11.1997;north;low;500;1457.61;375859;M;md;other;17.02.2023;parked car;;None;Springfield;6;1;?;1;3;;6000;1000;1000;4000;Subaru;Impreza;2007
52;445585;25.12.2004;west;mid;1000;1241.07;349768;F;high school;other;22.02.2023;multi-vehicle collision;rear collision;Other;Riverwood;2;2;YES;2;0;;88920;6840;13680;68400;Accura;RSX;2017
41;478693;06.01.2012;west;high;500;1396.62;372182;M;masters;other;01.02.2023;multi-vehicle collision;side collision;Fire;Northbend;13;3;?;2;0;NO;64000;12800;6400;44800;BMW;X6;2003
42;352944;28.05.2010;north;mid;2000;1217.38;366938;M;associate;married;16.02.2023;multi-vehicle collision;side collision;Ambulance;Columbus;9;3;YES;1;2;NO;64080;7120;7120;49840;Saab;93;2019
37;591004;09.10.2004;north;mid;500;1260.19;374583;M;jd;married;08.01.2023;single vehicle collision;front collision;Ambulance;Columbus;4;1;?;0;3;NO;60170;10940;10940;38290;Nissan;Pathfinder;2018
37;527310;15.01.1999;west;low;2000;1601.53;516605;F;high school;married;06.02.2023;single vehicle collision;front collision;Fire;Columbus;17;1;YES;0;2;YES;80520;13420;6710;60390;Toyota;Corolla;2012
28;83887;15.02.2020;west;low;2000;1834.13;370527;M;masters;other;01.01.2023;single vehicle collision;side collision;Ambulance;Riverwood;5;1;?;2;1;YES;79800;13300;6650;59850;Volkswagen;Passat;2018
33;109005;20.06.2021;north;mid;2000;1122.54;377314;F;college;other;16.01.2023;multi-vehicle collision;rear collision;Ambulance;Northbrook;14;3;YES;0;1;YES;44200;8840;4420;30940;Saab;93;2002
43;347997;29.11.1997;east;low;2000;1146.69;375492;F;md;other;16.02.2023;multi-vehicle collision;rear collision;Fire;Arlington;4;3;YES;2;1;YES;57100;5710;5710;45680;Honda;CRV;2021
29;413901;19.11.2007;east;low;2000;1411.25;330600;F;phd;other;22.02.2023;multi-vehicle collision;rear collision;Police;Columbus;7;3;NO;2;3;NO;34650;7700;3850;23100;Dodge;RAM;2014
37;176423;19.01.2021;west;high;1000;1113.92;518894;F;masters;married;12.02.2023;multi-vehicle collision;side collision;Ambulance;Columbus;20;3;YES;1;3;;48780;5420;10840;32520;Dodge;Neon;2015
24;160297;22.04.2003;north;low;500;920.78;373579;F;college;other;12.01.2023;multi-vehicle collision;rear collision;Ambulance;Northbend;15;3;YES;2;1;;65520;9360;9360;46800;Toyota;Highlander;2018
58;473141;28.01.2005;north;low;2000;1143.96;371752;M;jd;other;10.01.2023;multi-vehicle collision;rear collision;Other;Columbus;19;3;?;1;1;YES;41490;9220;4610;27660;Mercedes;E400;2011
41;309018;15.12.1997;east;mid;2000;1151.65;519625;M;masters;unmarried;12.02.2023;multi-vehicle collision;rear collision;Fire;Northbrook;3;3;NO;0;1;;68090;12380;12380;43330;Toyota;Corolla;2016
53;300587;17.07.2007;east;low;500;1203.97;344551;M;associate;married;01.02.2023;single vehicle collision;rear collision;Fire;Arlington;8;1;YES;0;1;NO;86400;14400;7200;64800;Accura;RSX;2008
31;91185;04.12.1997;east;low;1000;1455.76;506187;F;college;other;03.02.2023;multi-vehicle collision;rear collision;Ambulance;Riverwood;0;3;NO;1;3;;52380;5820;5820;40740;Toyota;Highlander;2017
45;567337;09.01.2007;east;mid;2000;1219.52;366257;F;masters;married;27.02.2023;theft;;Police;Riverwood;9;1;NO;2;1;NO;2700;300;300;2100;Honda;Accord;2013
25;576596;29.03.1999;north;low;1000;1224.94;507731;F;college;other;07.01.2023;multi-vehicle collision;side collision;Other;Columbus;12;3;YES;2;0;;45120;0;5640;39480;Accura;MDX;2018
45;354738;08.08.2010;north;mid;1000;1351.64;351435;F;jd;unmarried;14.01.2023;single vehicle collision;side collision;Ambulance;Columbus;13;1;YES;0;0;NO;58500;11700;0;46800;Accura;MDX;2002
37;224263;25.12.1998;east;high;1000;1084.59;344871;M;associate;unmarried;16.01.2023;multi-vehicle collision;rear collision;Other;Northbrook;17;3;?;1;1;YES;77440;14080;7040;56320;Subaru;Legacy;2006
43;476137;31.08.2004;north;mid;2000;1583.65;363121;M;high school;other;26.02.2023;theft;;None;Hillsdale;3;1;NO;1;0;YES;4620;420;840;3360;Volkswagen;Jetta;2019
48;159814;10.10.2021;west;high;1000;1241.79;363299;M;masters;married;20.02.2023;multi-vehicle collision;front collision;Other;Springfield;18;3;?;0;2;;54960;6870;0;48090;Toyota;Corolla;2009
39;484132;24.11.2004;east;mid;2000;836.13;350670;F;college;other;13.02.2023;multi-vehicle collision;rear collision;Police;Northbrook;7;3;?;2;0;YES;64400;6440;6440;51520;Dodge;Neon;2004
31;370351;22.01.2016;north;mid;500;1192.94;503701;F;md;married;20.01.2023;single vehicle collision;side collision;Police;Riverwood;23;1;NO;0;0;NO;44200;4420;8840;30940;Subaru;Forrestor;2004
21;348077;26.01.2010;north;mid;500;913.52;512284;F;high school;other;11.02.2023;single vehicle collision;side collision;Police;Northbrook;23;1;YES;0;0;NO;40500;4050;4050;32400;Nissan;Pathfinder;2005
46;562448;21.09.2020;west;high;500;1346.94;374328;F;high school;married;01.02.2023;multi-vehicle collision;rear collision;Fire;Springfield;21;3;?;1;2;YES;76120;13840;6920;55360;Toyota;Camry;2006
41;157789;24.01.2006;east;low;2000;1053.64;341960;F;md;other;08.02.2023;single vehicle collision;front collision;Other;Northbrook;7;1;NO;0;2;NO;61290;6810;6810;47670;Honda;Civic;2002
43;569841;02.09.2009;north;low;1000;1112.4;365104;F;high school;other;08.01.2023;single vehicle collision;side collision;Ambulance;Northbrook;1;1;?;2;2;YES;66660;6060;6060;54540;Toyota;Highlander;2013
29;294360;14.12.2013;east;low;2000;1005.39;357695;F;high school;married;21.02.2023;multi-vehicle collision;side collision;Police;Riverwood;17;3;NO;1;3;YES;91080;16560;16560;57960;Jeep;Wrangler;2002
28;171330;11.03.1999;north;high;2000;1205.47;332864;F;high school;other;01.03.2023;multi-vehicle collision;front collision;Ambulance;Columbus;22;2;NO;1;0;;74200;7420;14840;51940;Volkswagen;Passat;2004
44;565847;23.09.2008;east;mid;2000;1647.29;513615;M;college;other;22.02.2023;single vehicle collision;front collision;Other;Hillsdale;18;1;YES;1;2;YES;61380;11160;5580;44640;Honda;Civic;2016
34;93261;05.06.2016;east;low;500;988.22;342634;M;masters;other;10.01.2023;parked car;;None;Riverwood;8;1;?;1;3;YES;5830;1060;1060;3710;Dodge;RAM;2022
41;256199;29.12.2009;east;low;500;1409.41;374769;M;phd;unmarried;08.02.2023;single vehicle collision;rear collision;Other;Northbrook;4;1;NO;1;0;;60390;10980;5490;43920;BMW;M5;2011
34;495751;18.07.2005;west;mid;2000;1685.64;365642;F;jd;other;23.01.2023;single vehicle collision;side collision;Fire;Northbend;7;1;?;1;2;NO;78200;15640;7820;54740;Audi;A3;2016
41;384698;03.09.2001;west;mid;1000;815.39;360231;M;high school;unmarried;03.01.2023;multi-vehicle collision;rear collision;Ambulance;Columbus;17;3;?;1;1;NO;60190;4630;9260;46300;Mercedes;ML350;2021
33;456526;17.10.2004;west;high;1000;1094.9;346866;F;associate;unmarried;07.01.2023;single vehicle collision;rear collision;Police;Springfield;16;1;?;2;1;;81400;8140;8140;65120;BMW;M5;2005
27;87105;30.11.2021;east;high;500;793.42;341891;M;jd;married;12.02.2023;multi-vehicle collision;rear collision;Police;Arlington;16;3;YES;1;3;;40810;3710;7420;29680;Ford;F150;2007
51;207334;31.12.2003;east;high;500;1478.9;332367;F;md;unmarried;07.01.2023;single vehicle collision;side collision;Other;Hillsdale;15;1;YES;0;2;;103560;8630;17260;77670;Jeep;Wrangler;2004
41;162013;08.11.2020;north;high;2000;1210.11;520441;M;masters;unmarried;28.01.2023;single vehicle collision;front collision;Ambulance;Springfield;4;1;YES;0;1;YES;73500;7350;14700;51450;Jeep;Wrangler;2006
47;483258;31.08.2000;north;low;1000;1722.2;515680;M;phd;other;12.01.2023;multi-vehicle collision;rear collision;Police;Arlington;23;3;YES;0;0;;65780;5980;11960;47840;Chevrolet;Tahoe;2021
48;262957;16.01.2017;north;mid;500;1449.65;373380;M;jd;married;08.01.2023;multi-vehicle collision;side collision;Police;Riverwood;13;4;NO;2;3;NO;65070;7230;14460;43380;Mercedes;C300;2010
37;205650;14.08.2004;west;mid;2000;1210.23;346512;F;md;other;29.01.2023;multi-vehicle collision;side collision;Other;Columbus;14;3;YES;1;1;YES;68760;11460;5730;51570;Ford;Fusion;2002
56;292770;20.06.2017;north;mid;1000;1359.27;337912;F;masters;other;15.01.2023;single vehicle collision;front collision;Ambulance;Hillsdale;23;1;NO;2;0;YES;53100;5310;5310;42480;Accura;MDX;2012
38;453085;02.02.2013;west;low;2000;1251.55;508493;F;masters;other;07.02.2023;multi-vehicle collision;side collision;Ambulance;Hillsdale;19;3;NO;2;0;NO;56320;10240;5120;40960;Volkswagen;Jetta;2014
45;381307;29.11.2010;west;mid;500;1081.75;514340;M;jd;married;27.02.2023;multi-vehicle collision;rear collision;Police;Columbus;19;3;YES;0;0;;79680;13280;13280;53120;BMW;3 Series;2011
39;270467;10.06.2008;north;high;1000;1246.36;505660;F;college;other;01.02.2023;parked car;;Police;Northbrook;8;1;NO;0;2;;8760;1460;1460;5840;BMW;3 Series;2020
37;391162;29.05.2021;east;high;1000;1005.11;366206;F;phd;unmarried;27.01.2023;single vehicle collision;rear collision;Police;Arlington;9;1;NO;0;2;;80080;12320;12320;55440;Chevrolet;Silverado;2020
55;507719;07.08.1997;east;mid;500;860.3;506826;M;high school;unmarried;23.02.2023;theft;;Police;Northbend;7;1;?;2;3;;6600;600;1200;4800;Accura;MDX;2019
39;411798;02.09.2019;west;high;1000;1126.82;501365;F;jd;other;04.02.2023;multi-vehicle collision;rear collision;Fire;Riverwood;21;3;YES;2;1;;61800;12360;6180;43260;Subaru;Impreza;2014
39;373294;03.09.2004;east;high;1000;982.56;374966;M;associate;unmarried;02.01.2023;theft;;None;Riverwood;4;1;YES;1;2;;7800;780;780;6240;Dodge;RAM;2004
41;158071;23.06.2020;east;low;2000;1310.86;371421;F;phd;other;01.01.2023;multi-vehicle collision;rear collision;Other;Springfield;10;3;NO;2;2;YES;80740;7340;14680;58720;Toyota;Camry;2021
27;106614;08.07.2009;east;high;500;1586.37;334338;F;high school;married;24.01.2023;multi-vehicle collision;side collision;Other;Riverwood;22;3;YES;2;1;YES;75690;8410;8410;58870;Saab;95;2021
29;280321;07.03.2014;north;mid;1000;1272.81;518461;M;college;other;11.01.2023;multi-vehicle collision;rear collision;Ambulance;Springfield;15;3;YES;2;3;YES;55400;5540;11080;38780;Chevrolet;Silverado;2011
30;549360;05.04.2016;north;high;2000;1339.35;501669;F;md;married;19.01.2023;multi-vehicle collision;rear collision;Ambulance;Riverwood;18;3;NO;0;1;NO;32670;5940;2970;23760;Honda;Accord;2010
35;172183;18.01.2016;north;mid;500;1482.83;332667;F;high school;married;02.02.2023;parked car;;None;Riverwood;4;1;NO;0;1;NO;3840;640;320;2880;Saab;92x;2005
44;113947;15.12.2022;east;high;500;1295.86;351248;F;jd;other;01.02.2023;multi-vehicle collision;rear collision;Ambulance;Columbus;15;3;?;0;1;;138138;21252;21252;95634;Chevrolet;Tahoe;2017
61;128886;14.11.1999;east;mid;500;1048.87;367910;M;phd;married;26.01.2023;single vehicle collision;side collision;Fire;Riverwood;21;1;?;2;3;NO;53640;5960;5960;41720;Nissan;Maxima;2011
46;554582;08.05.2000;east;low;1000;1139.46;376424;M;masters;other;06.01.2023;single vehicle collision;front collision;Ambulance;Northbend;18;1;?;0;2;NO;54900;5490;5490;43920;Mercedes;C300;2020
34;436480;03.10.2003;north;low;500;1467.86;358100;F;jd;other;16.01.2023;single vehicle collision;rear collision;Fire;Arlington;0;1;?;0;0;YES;38700;7740;3870;27090;Volkswagen;Passat;2019
38;387730;11.03.2006;east;mid;2000;1299.24;376653;F;college;other;15.01.2023;single vehicle collision;rear collision;Police;Springfield;12;1;NO;0;2;YES;46200;4200;8400;33600;Dodge;Neon;2010
31;514974;21.09.2009;east;high;500;1253.13;362218;M;associate;other;13.01.2023;parked car;;None;Riverwood;10;1;YES;1;0;NO;6160;560;1120;4480;Nissan;Ultima;2003
38;94716;05.05.2005;west;mid;500;1392.54;506320;F;masters;other;31.01.2023;single vehicle collision;front collision;Ambulance;Columbus;7;1;?;0;1;YES;55440;0;6160;49280;Nissan;Maxima;2006
47;548881;10.08.2021;west;low;2000;1131.38;332186;F;high school;married;01.03.2023;multi-vehicle collision;side collision;Other;Northbrook;20;2;?;0;2;YES;60500;11000;5500;44000;Ford;F150;2006
33;99960;09.12.2017;east;mid;500;1292.52;376283;M;high school;married;23.02.2023;theft;;None;Arlington;8;1;YES;0;0;;8970;1380;1380;6210;Dodge;Neon;2018
43;311457;14.07.2017;west;low;500;1506.23;333243;M;phd;married;20.01.2023;multi-vehicle collision;rear collision;Other;Columbus;0;3;?;2;1;NO;60750;13500;6750;40500;Jeep;Wrangler;2022
43;267703;24.07.2003;east;mid;1000;1522.56;507426;M;high school;married;16.02.2023;multi-vehicle collision;rear collision;Ambulance;Hillsdale;21;4;NO;0;0;NO;42700;4270;4270;34160;Saab;92x;2002
45;243524;17.02.1999;north;high;2000;1445.88;505724;F;associate;married;18.01.2023;multi-vehicle collision;side collision;Ambulance;Northbend;8;3;YES;1;1;;64320;5360;10720;48240;Accura;MDX;2005
33;260926;22.12.1997;west;low;2000;1079.28;345088;M;md;married;28.01.2023;parked car;;Police;Northbend;3;1;?;0;1;NO;4900;490;490;3920;Toyota;Camry;2017
26;437547;05.05.2008;north;high;2000;1080.21;377236;M;jd;other;05.02.2023;multi-vehicle collision;front collision;Police;Northbend;13;2;?;0;1;YES;65430;14540;7270;43620;Jeep;Wrangler;2008
36;453115;15.07.1998;north;mid;500;1361.7;368271;F;jd;other;08.02.2023;multi-vehicle collision;rear collision;Other;Riverwood;10;3;?;2;0;YES;79500;7950;7950;63600;Chevrolet;Tahoe;2007
34;132147;14.03.2011;west;high;500;1159.42;517495;F;phd;other;07.01.2023;single vehicle collision;front collision;Police;Springfield;23;1;YES;1;3;;62920;11440;5720;45760;Chevrolet;Malibu;2019
37;489075;19.05.2011;north;mid;500;1177.06;341338;F;jd;other;16.01.2023;single vehicle collision;rear collision;Fire;Springfield;20;1;YES;2;3;YES;49400;4940;9880;34580;Jeep;Wrangler;2012
32;85868;31.10.2013;north;low;1000;1308.82;369843;F;masters;married;25.02.2023;single vehicle collision;side collision;Ambulance;Columbus;23;1;YES;0;1;NO;57700;5770;5770;46160;Toyota;Camry;2010
21;595881;31.12.2013;north;low;1000;1554.42;363777;M;associate;other;19.01.2023;multi-vehicle collision;side collision;Police;Hillsdale;19;3;YES;2;0;YES;94930;8630;8630;77670;Accura;RSX;2021
33;98484;01.12.2002;west;mid;500;901.43;351152;F;high school;other;19.01.2023;multi-vehicle collision;rear collision;Police;Northbend;1;3;?;1;0;;31700;6340;3170;22190;Toyota;Highlander;2013
41;190306;15.01.2018;east;low;2000;996.3;511524;F;md;married;23.01.2023;multi-vehicle collision;rear collision;Ambulance;Hillsdale;23;3;NO;1;3;;78600;13100;19650;45850;Dodge;RAM;2011
33;275595;14.06.2001;west;mid;1000;1338.35;347242;M;high school;other;08.02.2023;multi-vehicle collision;rear collision;Police;Hillsdale;8;3;YES;1;0;;76010;13820;6910;55280;Dodge;RAM;2002
41;260407;09.02.2013;west;high;2000;873.26;342447;F;associate;other;10.02.2023;multi-vehicle collision;side collision;Police;Arlington;15;3;?;1;2;;37840;0;4730;33110;Accura;RSX;2003
35;587427;15.03.2020;west;mid;500;898.13;348434;M;college;other;24.02.2023;single vehicle collision;front collision;Other;Springfield;8;1;NO;1;3;YES;69700;6970;6970;55760;BMW;3 Series;2015
32;454914;19.08.1999;west;mid;1000;1196.26;347893;F;md;other;21.02.2023;multi-vehicle collision;front collision;Other;Springfield;19;3;NO;0;2;YES;73560;12260;12260;49040;BMW;X5;2002
50;482080;20.09.1997;north;high;1000;1559.52;362735;F;high school;married;04.01.2023;multi-vehicle collision;rear collision;Police;Arlington;5;3;YES;1;3;NO;70290;12780;12780;44730;Mercedes;C300;2019
44;587269;13.05.2017;west;low;500;1045.17;343370;M;college;married;13.02.2023;multi-vehicle collision;rear collision;Fire;Springfield;20;3;NO;0;2;NO;69850;12700;6350;50800;Ford;Fusion;2006
38;524922;01.08.1997;north;low;2000;1001.34;370453;F;associate;other;17.01.2023;multi-vehicle collision;side collision;Fire;Arlington;23;3;?;0;3;YES;77880;12980;12980;51920;Accura;MDX;2015
28;202910;03.07.2010;east;mid;500;1262.88;347268;F;associate;unmarried;05.02.2023;multi-vehicle collision;rear collision;Fire;Springfield;13;2;YES;0;1;;55440;5040;10080;40320;Subaru;Forrestor;2016
31;317059;16.10.2000;west;low;500;1043.23;515279;F;high school;other;19.01.2023;multi-vehicle collision;side collision;Ambulance;Springfield;2;3;NO;0;2;;69930;0;15540;54390;Ford;Escape;2020
46;210570;07.12.1999;west;high;1000;1243.72;378671;M;md;other;12.02.2023;single vehicle collision;front collision;Fire;Columbus;11;1;YES;1;0;;59670;9180;9180;41310;Ford;Escape;2015
46;207970;03.05.1997;east;low;2000;1480.68;507101;M;md;married;20.02.2023;single vehicle collision;front collision;Fire;Columbus;7;1;NO;0;1;NO;64080;10680;10680;42720;Toyota;Camry;2012
46;85810;11.06.2012;west;mid;500;1446.95;330955;F;masters;married;21.02.2023;parked car;;Police;Hillsdale;7;1;?;0;1;NO;5940;660;660;4620;Toyota;Highlander;2022
38;525597;27.12.1999;east;mid;1000;800.35;512565;F;college;other;23.02.2023;single vehicle collision;side collision;Ambulance;Northbrook;16;1;NO;0;1;;66840;16710;5570;44560;Mercedes;E400;2021
36;439866;26.03.2017;north;low;2000;1221.5;352186;F;md;married;12.01.2023;multi-vehicle collision;rear collision;Ambulance;Hillsdale;17;3;?;1;3;;65440;8180;8180;49080;Jeep;Wrangler;2021
26;589008;04.07.2021;west;low;500;1352.94;375141;M;md;married;18.01.2023;multi-vehicle collision;front collision;Police;Arlington;14;2;NO;2;2;;40600;4060;4060;32480;Volkswagen;Passat;2017
59;384175;16.10.2001;west;mid;1000;977.84;501816;F;jd;other;12.02.2023;multi-vehicle collision;front collision;Other;Columbus;14;2;?;1;2;NO;72400;7240;14480;50680;Chevrolet;Tahoe;2006
44;66917;24.09.2013;east;low;1000;1278.99;333949;M;md;other;06.02.2023;single vehicle collision;rear collision;Other;Riverwood;21;1;NO;0;1;NO;46980;0;5220;41760;Accura;TL;2009
45;194847;16.09.2014;east;high;1000;1228.8;340688;M;masters;other;10.01.2023;single vehicle collision;front collision;Fire;Springfield;19;1;NO;0;2;NO;53800;5380;5380;43040;Accura;MDX;2013
26;130449;05.01.2015;north;low;500;720.77;333664;M;md;married;23.01.2023;multi-vehicle collision;front collision;Fire;Springfield;6;3;YES;1;2;YES;36700;3670;7340;25690;Nissan;Pathfinder;2017
28;492330;08.05.1997;east;high;1000;1376.05;342508;M;masters;other;21.02.2023;single vehicle collision;side collision;Fire;Springfield;23;1;?;2;3;;44640;9920;4960;29760;Toyota;Camry;2012
48;445293;30.08.2016;east;mid;1000;1146.84;339755;F;college;married;22.02.2023;parked car;;None;Columbus;6;1;?;1;2;YES;5400;900;900;3600;Saab;95;2006
34;85205;14.08.2013;north;mid;1000;1218.82;503607;M;phd;other;27.02.2023;parked car;;None;Northbend;5;1;?;2;1;YES;8190;1890;1260;5040;Chevrolet;Silverado;2020
41;305809;19.02.2006;west;mid;1000;1296.96;335935;F;high school;other;04.01.2023;multi-vehicle collision;front collision;Ambulance;Columbus;16;3;?;1;3;YES;54450;6050;12100;36300;Saab;92x;2014
57;353781;28.12.2003;west;high;500;1349.83;512070;M;high school;married;05.02.2023;parked car;;None;Springfield;3;1;YES;1;3;;2640;480;480;1680;Volkswagen;Passat;2007
31;166441;28.01.2012;north;high;500;706.75;370578;M;high school;unmarried;06.01.2023;single vehicle collision;side collision;Police;Northbend;9;1;NO;0;2;YES;77880;14160;7080;56640;Subaru;Legacy;2022
35;203250;13.10.2010;west;high;1000;1086.45;514748;F;associate;other;24.02.2023;multi-vehicle collision;front collision;Police;Arlington;16;3;YES;2;3;NO;29790;3310;3310;23170;BMW;3 Series;2015
43;104034;20.01.2002;east;low;2000;1510.69;352464;F;college;other;13.01.2023;theft;;Police;Arlington;7;1;?;1;1;;2520;280;280;1960;BMW;3 Series;2004
54;103970;11.11.2017;west;low;2000;712.14;365947;M;md;other;16.02.2023;single vehicle collision;side collision;Ambulance;Northbend;0;1;YES;0;2;NO;59520;9920;9920;39680;Honda;Accord;2008
38;193432;08.04.2016;west;low;2000;1130.85;516088;F;associate;married;04.02.2023;single vehicle collision;side collision;Other;Hillsdale;12;1;YES;1;1;NO;77440;7040;14080;56320;Nissan;Ultima;2012
31;215967;14.04.2018;north;high;500;1112.79;374726;F;associate;married;26.01.2023;theft;;Police;Springfield;5;1;YES;1;0;NO;4320;480;480;3360;Mercedes;E400;2009
31;375101;23.05.2014;west;high;1000;1060.09;340805;F;jd;unmarried;01.02.2023;single vehicle collision;rear collision;Police;Hillsdale;16;1;NO;0;1;YES;65250;7250;7250;50750;BMW;3 Series;2009
29;216051;06.08.2013;east;high;500;852.69;512794;F;jd;other;01.01.2023;single vehicle collision;side collision;Police;Northbrook;15;1;?;2;3;YES;86790;7890;23670;55230;Honda;CRV;2010
56;503045;24.07.2004;east;low;500;1279.01;504257;M;high school;other;30.01.2023;single vehicle collision;rear collision;Ambulance;Springfield;9;1;NO;2;0;;50000;15000;5000;30000;Jeep;Wrangler;2016
57;260052;13.06.2012;west;low;2000;1374.27;366523;F;phd;other;04.02.2023;multi-vehicle collision;front collision;Police;Arlington;10;3;NO;2;1;;47760;5970;5970;35820;Subaru;Impreza;2020
31;264886;01.10.1998;north;low;1000;1139.02;378356;M;associate;other;15.02.2023;multi-vehicle collision;side collision;Fire;Northbend;15;3;NO;1;2;;64300;6430;6430;51440;Chevrolet;Silverado;2009
29;418079;29.04.2018;west;mid;1000;1232.31;357735;M;masters;other;29.01.2023;theft;;Police;Northbrook;3;1;YES;2;2;NO;7500;750;1500;5250;Nissan;Maxima;2009
45;450877;04.06.2007;west;high;500;946.21;330589;F;high school;married;06.01.2023;multi-vehicle collision;front collision;Fire;Columbus;11;3;?;0;2;;69300;13860;6930;48510;Ford;Escape;2017
37;560257;31.12.2019;north;mid;500;1364.53;376166;F;associate;unmarried;15.02.2023;multi-vehicle collision;rear collision;Fire;Arlington;14;3;NO;1;2;YES;59100;5910;5910;47280;Nissan;Maxima;2005
38;124884;08.12.1998;west;mid;1000;1279.36;367748;F;high school;other;04.02.2023;single vehicle collision;front collision;Police;Columbus;6;1;?;0;2;NO;44440;8080;4040;32320;BMW;X6;2014
47;260169;16.06.2020;north;mid;1000;1554.28;363803;M;college;married;07.02.2023;single vehicle collision;front collision;Ambulance;Hillsdale;20;1;YES;1;3;NO;40260;3660;7320;29280;Accura;MDX;2003
